48,MAHARASHTRA,0,Arsenic,1
49,MAHARASHTRA,1,Fluoride,4184
50,MAHARASHTRA,2,Iron,2751
51,MAHARASHTRA,3,Nitrate,3707
52,MAHARASHTRA,4,Salinity,1837
